Date,ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJFINANCE.NS,BAJAJFINSV.NS,BPCL.NS,BHARTIARTL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,LTIM.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SHRIRAMFIN.NS,SBIN.NS,SUNPHARMA.NS,TATAMOTORS.NS,TATASTEEL.NS,TCS.NS,TATACONSUM.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,WIPRO.NS
2023-02-15,1778.2115478515625,565.25,4469.5703125,2762.895751953125,867.4148559570312,3789.470703125,6462.48974609375,1420.0516357421875,312.72314453125,781.808837890625,4511.10400390625,1022.5072021484375,197.78009033203125,2799.942626953125,4484.7783203125,3275.001953125,1610.8602294921875,1085.505859375,1651.3624267578125,517.39404296875,2465.43359375,431.1348876953125,2509.39990234375,863.690673828125,1137.1251220703125,1555.7322998046875,374.3614501953125,724.1000366210938,1784.031005859375,2170.15625,4687.5546875,1365.0450439453125,8762.88671875,1900.0643310546875,160.86402893066406,137.10995483398438,152.24423217773438,2236.78759765625,1175.47314453125,1236.96826171875,531.91357421875,986.2696533203125,442.77001953125,106.81378936767578,3460.565185546875,720.1746215820312,1032.9013671875,2516.14794921875,7119.31201171875,406.5329895019531
2023-02-16,1795.7027587890625,573.3455810546875,4624.18603515625,2782.530517578125,863.8684692382812,3790.635498046875,6410.06201171875,1427.4476318359375,307.576416015625,780.8631591796875,4494.93115234375,1027.1693115234375,200.14901733398438,2853.5595703125,4484.232421875,3253.19287109375,1614.3272705078125,1080.954345703125,1645.3809814453125,512.9088134765625,2450.767333984375,431.8800354003906,2488.37744140625,862.3517456054688,1135.888671875,1560.3592529296875,374.7042541503906,724.8966674804688,1786.47900390625,2173.39892578125,4890.3125,1353.961181640625,8723.01171875,1936.3572998046875,162.4163818359375,144.91824340820312,152.31520080566406,2235.0400390625,1169.2490234375,1223.3614501953125,529.8045043945312,986.02197265625,440.2279357910156,108.46005249023438,3497.326904296875,724.6256713867188,1089.6365966796875,2514.25390625,7139.12109375,409.0276794433594
2023-02-17,1721.8397216796875,574.785888671875,4595.8525390625,2809.949951171875,854.0285034179688,3778.700439453125,6389.5498046875,1413.30517578125,313.2425537109375,773.2481079101562,4456.83447265625,1017.4977416992188,202.0534210205078,2807.134521484375,4475.35205078125,3249.1376953125,1627.502197265625,1063.132568359375,1637.1256103515625,502.5928649902344,2493.897216796875,426.7137451171875,2476.955078125,855.6072387695312,1102.6038818359375,1542.8250732421875,375.536865234375,725.3447875976562,1757.8026123046875,2221.3408203125,4801.658203125,1327.5875244140625,8725.6376953125,1876.4234619140625,163.0470428466797,145.56893920898438,151.74740600585938,2244.37548828125,1144.94970703125,1199.4521484375,520.8780517578125,975.4696044921875,438.5332336425781,108.7021484375,3441.397705078125,718.3447875976562,1088.6243896484375,2492.2255859375,7264.6474609375,405.4353332519531
2023-02-20,1620.6402587890625,575.828857421875,4591.76904296875,2801.967041015625,845.8867797851562,3787.91845703125,6340.4580078125,1403.860107421875,308.0013427734375,775.58740234375,4378.7236328125,956.2445678710938,202.79661560058594,2877.367431640625,4440.07763671875,3254.57763671875,1616.6552734375,1069.0252685546875,1621.7518310546875,506.28070068359375,2485.929931640625,431.43292236328125,2472.967041015625,845.143310546875,1097.2625732421875,1551.2510986328125,376.1734924316406,720.31591796875,1735.8707275390625,2220.49267578125,4829.8759765625,1332.288330078125,8612.6015625,1856.866455078125,162.90150451660156,143.9422149658203,153.16693115234375,2220.646240234375,1153.6138916015625,1202.465087890625,515.1395874023438,975.37060546875,441.62359619140625,108.79898834228516,3427.784423828125,713.9432373046875,1103.0853271484375,2466.15966796875,7393.060546875,406.1837463378906
2023-02-21,1570.3154296875,579.3055419921875,4483.662109375,2793.58740234375,843.1895751953125,3723.198486328125,6352.2578125,1393.565673828125,305.2627258300781,775.48779296875,4427.4384765625,958.1788940429688,198.8484344482422,2895.22314453125,4451.33935546875,3238.406005859375,1617.79443359375,1058.964599609375,1627.8321533203125,499.4033508300781,2479.143310546875,428.7007751464844,2477.594970703125,847.2262573242188,1089.79443359375,1538.63623046875,374.4104309082031,717.07958984375,1728.7764892578125,2224.43359375,4822.01806640625,1337.8302001953125,8589.0224609375,1859.3966064453125,168.0922393798828,143.24502563476562,154.1605987548828,2238.765380859375,1145.5970458984375,1180.8397216796875,513.4719848632812,962.6879272460938,435.143798828125,109.5737075805664,3392.103759765625,718.2953491210938,1093.6856689453125,2455.64404296875,7307.15283203125,401.89288330078125
2023-02-22,1404.1484375,543.446533203125,4430.9287109375,2772.61376953125,832.5004272460938,3726.69140625,6172.421875,1360.233154296875,302.6185302734375,768.619384765625,4408.90625,954.8062133789062,196.8046875,2897.157470703125,4441.96337890625,3214.222900390625,1559.3492431640625,1046.8916015625,1595.8983154296875,492.8250732421875,2458.389892578125,426.9124755859375,2455.833740234375,832.3982543945312,1080.89208984375,1521.3941650390625,375.97760009765625,697.0140991210938,1699.1510009765625,2189.811767578125,4749.2763671875,1306.0631103515625,8578.224609375,1842.177490234375,165.4241180419922,142.78025817871094,152.3507080078125,2187.994873046875,1126.4764404296875,1174.133544921875,506.50726318359375,959.6658935546875,428.1156921386719,107.63691711425781,3343.497802734375,713.5970458984375,1085.2501220703125,2423.697509765625,7172.966796875,394.3090515136719
2023-02-23,1381.9595947265625,548.1648559570312,4429.8828125,2683.365234375,843.4892578125,3718.152587890625,6176.1064453125,1346.240478515625,302.71295166015625,759.4614868164062,4376.46240234375,952.5742797851562,199.6380615234375,2850.186767578125,4415.0732421875,3206.5576171875,1565.4908447265625,1048.568359375,1585.072509765625,485.2500305175781,2454.5048828125,433.6186828613281,2452.485595703125,832.8941650390625,1063.92822265625,1510.581298828125,379.6507263183594,698.3583984375,1705.7454833984375,2154.291748046875,4797.01318359375,1300.3232421875,8615.1767578125,1839.597900390625,164.55091857910156,143.75628662109375,151.35704040527344,2177.509765625,1130.7088623046875,1166.60107421875,511.0686340332031,963.5797119140625,431.85406494140625,108.50847625732422,3355.53857421875,708.3052978515625,1088.23876953125,2386.76708984375,7144.2978515625,393.11163330078125
2023-02-24,1314.9930419921875,555.1677856445312,4458.404296875,2715.643310546875,850.5321044921875,3735.666748046875,6209.86328125,1358.2841796875,299.8798828125,753.63818359375,4367.6630859375,954.062255859375,201.6353759765625,2891.850341796875,4456.25146484375,3170.6044921875,1560.3892822265625,1049.047607421875,1570.9346923828125,481.26318359375,2444.816650390625,412.5561828613281,2446.134521484375,832.8446044921875,1067.439697265625,1510.53271484375,377.2019958496094,682.1268310546875,1695.9036865234375,2129.248291015625,4796.96337890625,1266.9232177734375,8579.759765625,1842.8433837890625,165.9092254638672,147.90724182128906,152.63461303710938,2192.40966796875,1117.4140625,1184.241455078125,511.11767578125,961.5980224609375,426.4209899902344,106.28116607666016,3342.416259765625,708.3547973632812,1078.7908935546875,2391.352294921875,7183.86669921875,392.4629821777344
2023-02-27,1192.904052734375,558.2470703125,4427.58935546875,2726.9482421875,853.4790649414062,3531.8037109375,6168.28955078125,1356.68505859375,302.6185302734375,749.4573974609375,4314.27880859375,942.5556030273438,201.54248046875,2835.6044921875,4386.6953125,3096.868408203125,1556.8231201171875,1038.603515625,1574.8399658203125,487.0939636230469,2397.507080078125,409.1285705566406,2430.330322265625,849.4082641601562,1070.209228515625,1470.25244140625,374.3614501953125,677.6456909179688,1724.530029296875,2108.944091796875,4719.32958984375,1244.3597412109375,8551.724609375,1837.10693359375,167.2675323486328,148.14581298828125,155.5801239013672,2177.83154296875,1124.484619140625,1169.1280517578125,517.6409301757812,956.1980590820312,416.65142822265625,102.74652862548828,3274.987060546875,702.5684204101562,1073.9222412109375,2393.24609375,7153.953125,389.519287109375
2023-02-28,1363.1689453125,588.4937744140625,4389.59326171875,2805.18994140625,843.239501953125,3552.519775390625,6086.23828125,1334.1968994140625,299.6910095214844,738.8560791015625,4386.53955078125,899.1079711914062,200.10255432128906,2802.968017578125,4283.10546875,3071.99267578125,1563.707763671875,1032.5191650390625,1581.4638671875,487.193603515625,2379.360107421875,396.6103210449219,2422.9453125,847.8709106445312,1066.00537109375,1449.0650634765625,368.9742736816406,664.4014892578125,1727.8272705078125,2104.404296875,4666.9970703125,1256.4332275390625,8543.947265625,1841.76806640625,165.4241180419922,145.0922393798828,157.74490356445312,2136.1669921875,1116.368408203125,1169.5653076171875,512.8343505859375,947.8255004882812,419.39288330078125,100.66448211669922,3256.3115234375,707.5139770507812,1060.714599609375,2365.13720703125,7228.263671875,386.2262878417969
2023-03-01,1563.5189208984375,598.0792846679688,4401.7099609375,2817.18896484375,864.26806640625,3620.87841796875,6128.8076171875,1343.192138671875,298.32171630859375,746.769775390625,4305.97119140625,892.3626098632812,203.21466064453125,2822.51025390625,4310.4912109375,3104.53369140625,1578.665771484375,1055.0360107421875,1579.9315185546875,488.1405029296875,2391.1630859375,410.3704528808594,2428.459716796875,849.30908203125,1088.5084228515625,1457.34521484375,370.9332580566406,673.8616333007812,1743.4644775390625,2110.54052734375,4688.4931640625,1258.956787109375,8682.4443359375,1852.5059814453125,167.12200927734375,147.71640014648438,155.3671875,2155.8037109375,1113.5301513671875,1187.3516845703125,526.4693603515625,950.5007934570312,424.6764221191406,102.16549682617188,3327.91796875,707.4645385742188,1086.4071044921875,2374.7060546875,7241.05517578125,390.1180114746094
